juntar(9436, 3089);
juntar(6434, 5457);
juntar(8201, 7032);
juntar(9578, 5028);
juntar(1187, 2464);
juntar(2827, 1298);
juntar(7035, 9512);
juntar(2581, 8863);
juntar(820, 229);
juntar(3500, 345);
juntar(5165, 9555);
juntar(4441, 5583);
juntar(7563, 8159);
juntar(1240, 5648);
juntar(5688, 9148);
juntar(8320, 5391);
juntar(3473, 5367);
juntar(8652, 5889);
juntar(6516, 1164);
juntar(8229, 7327);
juntar(5306, 6221);
juntar(6867, 3615);
juntar(8688, 9335);
juntar(1887, 2350);
juntar(8021, 6875);
juntar(5035, 7608);
juntar(4564, 4050);
juntar(5865, 8487);
juntar(8738, 7102);
juntar(6713, 3343);
juntar(171, 1053);
juntar(5393, 8204);
juntar(1648, 752);
juntar(1803, 7970);
juntar(8442, 2610);
juntar(3704, 737);
juntar(6904, 643);
juntar(5159, 8772);
juntar(2619, 3215);
juntar(8310, 4545);
juntar(8976, 6225);
juntar(5499, 6547);
juntar(1570, 4404);
juntar(4088, 7600);
juntar(2493, 4816);
juntar(757, 7849);
juntar(1286, 5753);
juntar(5555, 5695);
juntar(6082, 9746);
juntar(8507, 2548);
juntar(9306, 1621);
juntar(3222, 1485);
juntar(7194, 1223);
juntar(2588, 5636);
juntar(1332, 5717);
juntar(1403, 9431);
juntar(3453, 8241);
juntar(9572, 4742);
juntar(1799, 8056);
juntar(7369, 4361);
juntar(8503, 2354);
juntar(1194, 7290);
juntar(2642, 1377);
juntar(4219, 3845);
juntar(2892, 6627);
juntar(1393, 3752);
juntar(7035, 6589);
juntar(2367, 7056);
juntar(2974, 5603);
juntar(9082, 5935);
juntar(7346, 9329);
juntar(7006, 5344);
juntar(3363, 4578);
juntar(286, 1749);
juntar(9077, 2177);
juntar(1460, 2194);
juntar(916, 9039);
juntar(5792, 410);
juntar(5034, 9623);
juntar(8776, 2774);
juntar(788, 7552);
juntar(2915, 4510);
juntar(6502, 5348);
juntar(6463, 5766);
juntar(7534, 3940);
juntar(2546, 7904);
juntar(663, 3881);
juntar(1746, 2680);
juntar(6787, 7075);
juntar(5093, 871);
juntar(6034, 1212);
juntar(7229, 2332);
juntar(5515, 9078);
juntar(1455, 6470);
juntar(165, 1435);
juntar(9343, 702);
juntar(1359, 5286);
juntar(7661, 4563);
juntar(6370, 8970);
juntar(4454, 8851);
juntar(4064, 1767);
juntar(4307, 2427);
juntar(8742, 8469);
juntar(41, 4098);
juntar(4515, 8736);
juntar(4425, 3421);
juntar(7203, 6937);
juntar(789, 2154);
juntar(9376, 668);
juntar(5915, 7637);
juntar(6866, 5170);
juntar(2014, 404);
juntar(1852, 6446);
juntar(7174, 987);
juntar(8441, 8068);
juntar(5279, 5039);
juntar(1565, 5351);
juntar(7049, 1675);
juntar(8967, 5883);
juntar(3603, 7226);
juntar(9073, 7223);
juntar(2762, 5490);
juntar(4615, 998);
juntar(6123, 6010);
juntar(3025, 7612);
juntar(1921, 3875);
juntar(9819, 7279);
juntar(4617, 8162);
juntar(457, 1233);
juntar(7263, 1210);
juntar(9496, 1588);
juntar(6749, 7637);
juntar(3252, 9556);
juntar(5256, 257);
juntar(3621, 9527);
juntar(3438, 9864);
juntar(6262, 836);
juntar(2195, 7220);
juntar(5892, 9971);
juntar(215, 8556);
juntar(5096, 3427);
juntar(3925, 344);
juntar(774, 5475);
juntar(4962, 5223);
juntar(4091, 5671);
juntar(7817, 8525);
juntar(5648, 8117);
juntar(6924, 4104);
juntar(7468, 8206);
juntar(8148, 8856);
juntar(7352, 2843);
juntar(4349, 7694);
juntar(9186, 7004);
juntar(8492, 4565);
juntar(4845, 2900);
juntar(670, 578);
juntar(9491, 7958);
juntar(7275, 7288);
juntar(2272, 4412);
juntar(1595, 1752);
juntar(8681, 6338);
juntar(5122, 115);
juntar(9182, 9673);
juntar(7990, 8137);
juntar(1089, 6945);
juntar(5124, 372);
juntar(7150, 1237);
juntar(1935, 4480);
juntar(4789, 3269);
juntar(9659, 3562);
juntar(4569, 1354);
juntar(5849, 7329);
juntar(5036, 6488);
juntar(9905, 2425);
juntar(3866, 3853);
juntar(7048, 3289);
juntar(1946, 7610);
juntar(6673, 7564);
juntar(7902, 8011);
juntar(2636, 4251);
juntar(5432, 8596);
juntar(3698, 8569);
juntar(4811, 6501);
juntar(2099, 4775);
juntar(2888, 771);
juntar(7008, 7097);
juntar(3040, 1971);
juntar(7490, 9352);
juntar(7642, 1348);
juntar(6520, 5847);
juntar(840, 9349);
juntar(3591, 9703);
juntar(8682, 1391);
juntar(8489, 9878);
juntar(6977, 3417);
juntar(2933, 4853);
juntar(4664, 1028);
juntar(9941, 9212);
juntar(1912, 3737);
juntar(3044, 9128);
juntar(7702, 238);
juntar(8719, 4175);
juntar(1209, 1510);
juntar(5837, 5815);
juntar(4959, 6031);
juntar(5291, 7406);
juntar(5432, 5412);
juntar(1488, 6647);
juntar(8544, 9353);
juntar(4929, 9001);
juntar(3291, 6007);
juntar(1706, 9828);
juntar(6711, 7512);
juntar(1419, 3715);
juntar(7282, 784);
juntar(9779, 1785);
juntar(1891, 469);
juntar(5908, 1685);
juntar(3598, 4396);
juntar(7270, 341);
juntar(3540, 1803);
juntar(7040, 6610);
juntar(553, 1185);
juntar(9742, 9512);
juntar(6327, 7671);
juntar(1004, 7834);
juntar(2279, 9530);
juntar(6416, 8618);
juntar(6664, 9584);
juntar(2634, 5277);
juntar(6968, 135);
juntar(1119, 897);
juntar(3086, 9324);
juntar(1187, 8669);
juntar(1398, 2775);
juntar(4424, 9334);
juntar(8494, 6812);
juntar(6932, 5015);
juntar(6006, 8619);
juntar(9354, 9886);
juntar(4756, 4258);
juntar(7192, 752);
juntar(7282, 7663);
juntar(5534, 4799);
juntar(2689, 2408);
juntar(2961, 7532);
juntar(6712, 3368);
juntar(9186, 1224);
juntar(2922, 7206);
juntar(9729, 3089);
juntar(8059, 9055);
juntar(8825, 2814);
juntar(5645, 7701);
juntar(8664, 1116);
juntar(7213, 3148);
juntar(9070, 4504);
juntar(9761, 8505);
juntar(6757, 6621);
juntar(1389, 2810);
juntar(7421, 3166);
juntar(4436, 2634);
juntar(7090, 5687);
juntar(6918, 8064);
juntar(1413, 9343);
juntar(8572, 3050);
juntar(2838, 1094);
juntar(7393, 961);
juntar(6011, 7745);
juntar(6194, 3719);
juntar(1153, 7741);
juntar(6427, 6861);
juntar(3635, 6706);
juntar(8265, 3512);
juntar(5555, 4316);
juntar(1781, 7403);
juntar(1699, 9307);
juntar(3944, 8762);
juntar(7964, 165);
juntar(122, 7238);
juntar(5046, 1347);
juntar(6781, 2808);
juntar(4005, 8791);
juntar(4165, 9082);
juntar(3161, 3862);
juntar(3872, 3333);
juntar(7728, 1944);
juntar(6460, 4173);
juntar(4546, 393);
juntar(8468, 831);
juntar(4356, 740);
juntar(6580, 7698);
juntar(3135, 1691);
juntar(9052, 4004);
juntar(2218, 2747);
juntar(965, 1253);
juntar(4145, 3056);
juntar(397, 437);
juntar(7480, 6506);
juntar(7189, 6917);
juntar(9223, 2007);
juntar(4603, 3339);
juntar(7817, 7397);
juntar(6901, 6);
juntar(3301, 6479);
juntar(2626, 7695);
juntar(3655, 1337);
juntar(4193, 78);
juntar(8015, 6239);
juntar(9307, 1642);
juntar(8122, 5219);
juntar(8662, 2253);
juntar(9084, 2718);
juntar(7407, 1385);
juntar(9332, 5558);
juntar(4926, 3429);
juntar(7537, 4955);
juntar(8659, 471);
juntar(1137, 9282);
juntar(2836, 456);
juntar(7153, 1849);
juntar(2339, 6761);
juntar(985, 3117);
juntar(5158, 9847);
juntar(3017, 3412);
juntar(4370, 2893);
juntar(6015, 509);
juntar(1976, 1082);
juntar(8558, 6218);
juntar(2467, 8574);
juntar(1015, 7524);
juntar(3578, 8089);
juntar(967, 745);
juntar(5317, 5516);
juntar(4386, 1683);
juntar(6068, 5970);
juntar(7362, 812);
juntar(6328, 8342);
juntar(737, 166);
juntar(6488, 2532);
juntar(6595, 7786);
juntar(4928, 7266);
juntar(1248, 6331);
juntar(6684, 6709);
juntar(4081, 4778);
juntar(939, 892);
juntar(5431, 6006);
juntar(7682, 8430);
juntar(9526, 8511);
juntar(24, 9925);
juntar(429, 7483);
juntar(8841, 7019);
juntar(9946, 9057);
juntar(727, 5145);
juntar(6468, 1668);
juntar(8522, 7680);
juntar(2852, 133);
juntar(6098, 5429);
juntar(9622, 1330);
juntar(5549, 8150);
juntar(6987, 5167);
juntar(5419, 4174);
juntar(5498, 900);
juntar(3211, 90);
juntar(500, 6811);
juntar(4046, 4921);
juntar(9988, 750);
juntar(58, 2274);
juntar(8934, 108);
juntar(1858, 9507);
juntar(5719, 2422);
juntar(4263, 5159);
juntar(7917, 2004);
juntar(3338, 4565);
juntar(5330, 3724);
juntar(794, 8897);
juntar(7938, 2404);
juntar(4778, 4694);
juntar(5210, 5161);
juntar(3163, 9364);
juntar(1080, 4456);
juntar(6634, 3113);
juntar(5835, 1634);
juntar(4002, 9275);
juntar(2116, 4279);
juntar(1518, 3131);
juntar(7330, 5859);
juntar(1230, 3954);
juntar(8823, 2807);
juntar(853, 6236);
juntar(1392, 2443);
juntar(9069, 3835);
juntar(8917, 4962);
juntar(5686, 5143);
juntar(3203, 4074);
juntar(5664, 8253);
juntar(3486, 3844);
juntar(9677, 2606);
juntar(9476, 3758);
juntar(1558, 7609);
juntar(9299, 129);
juntar(4762, 9322);
juntar(1252, 9559);
juntar(5801, 3469);
juntar(4883, 9384);
juntar(2507, 6744);
juntar(2599, 776);
juntar(8923, 8672);
juntar(7739, 2475);
juntar(6652, 3125);
juntar(8823, 7020);
juntar(4555, 2013);
juntar(2593, 6785);
juntar(4862, 3615);
juntar(344, 4112);
juntar(3932, 4585);
juntar(3054, 8419);
juntar(185, 7727);
juntar(864, 3269);
juntar(59, 7324);
juntar(1567, 8097);
juntar(5227, 9993);
juntar(950, 2512);
juntar(775, 1857);
juntar(5046, 5942);
juntar(4555, 2136);
juntar(684, 1743);
juntar(2497, 9202);
juntar(6061, 2836);
juntar(3335, 7573);
juntar(7489, 5444);
juntar(8874, 3401);
juntar(1970, 8561);
juntar(2708, 1565);
juntar(7783, 9422);
juntar(1138, 9652);
juntar(6881, 9404);
juntar(4913, 2848);
juntar(3592, 580);
juntar(9384, 9009);
juntar(3814, 432);
juntar(3676, 5055);
juntar(7739, 1118);
juntar(6559, 4230);
juntar(6959, 128);
juntar(7854, 8743);
juntar(3764, 1152);
juntar(9395, 3826);
juntar(6409, 7583);
juntar(8857, 7367);
juntar(9185, 6154);
juntar(3068, 3902);
juntar(241, 4941);
juntar(4848, 3000);
juntar(3257, 8196);
juntar(8821, 9839);
juntar(1351, 289);
juntar(7234, 125);
juntar(2839, 2419);
juntar(6319, 2408);
juntar(8896, 8695);
juntar(7450, 8331);
juntar(2519, 2679);
juntar(4992, 5369);
juntar(6751, 1573);
juntar(4549, 7215);
juntar(7616, 2818);
juntar(1123, 4135);
juntar(3851, 7100);
juntar(6601, 9323);
juntar(1208, 2504);
juntar(9937, 7572);
juntar(3800, 6840);
juntar(1415, 9446);
juntar(8801, 9086);
juntar(4456, 7497);
juntar(3641, 6307);
juntar(4586, 1097);
juntar(6785, 9405);
juntar(5365, 2952);
juntar(4155, 9644);
juntar(5376, 3471);
juntar(3304, 8007);
juntar(8662, 8824);
juntar(6581, 1112);
juntar(3442, 4738);
juntar(2671, 717);
juntar(338, 874);
juntar(3145, 8594);
juntar(1911, 9957);
juntar(6971, 4994);
juntar(9849, 1756);
juntar(1258, 6801);
juntar(4813, 4465);
juntar(970, 1036);
juntar(6642, 5089);
juntar(3801, 382);
juntar(9386, 6022);
juntar(8977, 69);
juntar(6481, 7151);
juntar(344, 9625);
juntar(6245, 1574);
juntar(4778, 8759);
juntar(6851, 8271);
juntar(6705, 3953);
juntar(2947, 6923);
juntar(8287, 1216);
juntar(3170, 8491);
juntar(2727, 906);
juntar(8931, 133);
juntar(5043, 2503);
juntar(93, 4554);
juntar(652, 804);
juntar(2366, 2008);
juntar(7179, 123);
juntar(4653, 7808);
juntar(8970, 9783);
juntar(1899, 9431);
juntar(7008, 2413);
juntar(498, 5081);
juntar(9144, 6414);
juntar(8820, 9920);
juntar(6848, 5299);
juntar(4979, 7105);
juntar(5075, 9578);
juntar(7645, 8191);
juntar(1224, 1349);
juntar(3358, 1559);
juntar(7697, 7812);
juntar(5628, 8064);
juntar(77, 7581);
juntar(6877, 295);
juntar(9586, 2810);
juntar(4213, 5537);
juntar(4124, 957);
juntar(3966, 2827);
juntar(6968, 2275);
juntar(7926, 1327);
juntar(5975, 3022);
juntar(6326, 644);
juntar(8998, 9827);
juntar(8722, 3723);
juntar(3177, 7623);
juntar(4163, 9425);
juntar(6708, 2152);
juntar(6290, 5057);
juntar(1786, 8160);
juntar(7322, 8720);
juntar(6493, 6086);
juntar(7329, 7613);
juntar(1611, 3310);
juntar(1576, 1172);
juntar(5529, 839);
juntar(9300, 7304);
juntar(6774, 2672);
juntar(1837, 5851);
juntar(8994, 3050);
juntar(6653, 5925);
juntar(7697, 6275);
juntar(6544, 2758);
juntar(1493, 4863);
juntar(58, 5315);
juntar(3172, 4405);
juntar(9975, 8094);
juntar(7542, 7730);
juntar(1627, 9232);
juntar(3620, 6675);
juntar(1756, 2335);
juntar(8525, 7121);
juntar(1643, 1285);
juntar(9204, 1804);
juntar(5319, 5707);
juntar(5986, 5856);
juntar(4809, 9716);
juntar(8900, 2046);
juntar(9564, 8122);
juntar(3643, 6235);
juntar(6514, 2372);
juntar(9176, 8703);
juntar(483, 3134);
juntar(3008, 3678);
juntar(2132, 7684);
juntar(3404, 7678);
juntar(2010, 8016);
juntar(5, 7052);
juntar(4859, 9962);
juntar(5640, 6515);
juntar(7849, 4490);
juntar(2450, 3403);
juntar(99, 9843);
juntar(4911, 6861);
juntar(8536, 7211);
juntar(788, 7266);
juntar(6893, 3200);
juntar(8624, 8800);
juntar(503, 9561);
juntar(6974, 7264);
juntar(9426, 4331);
juntar(6258, 6017);
juntar(6391, 8824);
juntar(8869, 5184);
juntar(4089, 1770);
juntar(6938, 3209);
juntar(8372, 5313);
juntar(40, 5223);
juntar(128, 7503);
juntar(7054, 9721);
juntar(8743, 2527);
juntar(7348, 3613);
juntar(4371, 2944);
juntar(6542, 5823);
juntar(4545, 7897);
juntar(1201, 1302);
juntar(3053, 7477);
juntar(4960, 597);
juntar(5469, 6195);
juntar(5869, 4894);
juntar(6239, 7876);
juntar(997, 2863);
juntar(6799, 180);
juntar(9721, 3553);
juntar(2857, 9443);
juntar(1545, 9099);
juntar(1659, 5550);
juntar(7784, 2051);
juntar(6846, 2164);
juntar(8971, 4792);
juntar(9317, 9766);
juntar(1510, 2660);
juntar(7429, 7720);
juntar(7709, 8178);
juntar(8802, 6822);
juntar(3114, 1091);
juntar(9019, 5663);
juntar(3827, 7796);
juntar(9599, 2535);
juntar(4387, 4167);
juntar(8759, 9579);
juntar(3677, 7828);
juntar(3672, 7413);
juntar(2351, 9425);
juntar(2222, 6563);
juntar(279, 7643);
juntar(5573, 6689);
juntar(6654, 9348);
juntar(251, 5820);
juntar(8564, 4516);
juntar(9909, 9573);
juntar(6068, 5422);
juntar(2472, 4717);
juntar(3112, 938);
juntar(7898, 2305);
juntar(3996, 9704);
juntar(5480, 3106);
juntar(4510, 496);
juntar(7298, 2077);
juntar(5351, 4107);
juntar(6192, 9232);
juntar(2980, 8742);
juntar(2459, 1390);
juntar(9700, 93);
juntar(3400, 3058);
juntar(385, 8005);
juntar(3739, 4919);
juntar(8055, 3974);
juntar(3012, 5315);
juntar(4271, 7594);
juntar(8070, 3455);
juntar(3193, 5498);
juntar(4992, 3105);
juntar(63, 3339);
juntar(4911, 2003);
juntar(5880, 9949);
juntar(2519, 5379);
juntar(44, 2902);
juntar(4355, 1588);
juntar(1902, 6420);
juntar(6357, 4096);
juntar(271, 5820);
juntar(6641, 6855);
juntar(7261, 7478);
juntar(9950, 9408);
juntar(9031, 9718);
juntar(4839, 4035);
juntar(1436, 7911);
juntar(3258, 9662);
juntar(3001, 6633);
juntar(4955, 6328);
juntar(1087, 2743);
juntar(5826, 9571);
juntar(9716, 5903);
juntar(224, 6296);
juntar(9082, 7233);
juntar(2105, 2343);
juntar(7500, 2560);
juntar(8836, 7326);
juntar(6234, 4022);
juntar(4536, 4110);
juntar(6482, 2671);
juntar(6869, 8724);
juntar(5628, 5158);
juntar(2386, 1471);
juntar(6826, 9584);
juntar(670, 1534);
juntar(1922, 9170);
juntar(6869, 5468);
juntar(2825, 7510);
juntar(5458, 4628);
juntar(503, 5893);
juntar(5540, 7810);
juntar(3971, 1389);
juntar(9389, 3150);
juntar(3887, 4245);
juntar(1483, 7685);
juntar(6646, 4497);
juntar(4865, 3889);
juntar(5237, 643);
juntar(5286, 9952);
juntar(2565, 7727);
juntar(1312, 4631);
juntar(1385, 8257);
juntar(329, 8056);
juntar(2603, 6988);
juntar(6220, 7086);
juntar(246, 9802);
juntar(4379, 7476);
juntar(7138, 7682);
juntar(3676, 5442);
juntar(0, 9053);
juntar(3008, 8031);
juntar(6543, 7689);
juntar(2162, 5122);
juntar(9929, 8784);
juntar(2832, 5858);
juntar(7961, 2810);
juntar(5870, 8819);
juntar(5286, 5335);
juntar(5091, 8390);
juntar(6997, 1120);
juntar(6294, 9367);
juntar(1092, 2479);
juntar(2567, 8146);
juntar(5454, 5163);
juntar(3357, 1535);
juntar(2222, 9814);
juntar(5362, 3665);
juntar(8752, 3451);
juntar(7829, 7300);
juntar(9691, 3347);
juntar(3520, 8388);
juntar(9162, 5194);
juntar(9294, 1674);
juntar(5490, 8490);
juntar(7028, 825);
juntar(3485, 4726);
juntar(6430, 8662);
juntar(892, 8142);
juntar(6187, 1817);
juntar(6308, 4551);
juntar(8848, 9411);
juntar(5573, 1071);
juntar(7861, 7215);
juntar(2477, 8472);
juntar(2256, 7124);
juntar(7459, 8273);
juntar(5621, 6799);
juntar(4909, 8743);
juntar(1207, 5810);
juntar(5671, 7521);
juntar(4286, 2755);
juntar(6389, 3682);
juntar(6186, 2449);
juntar(1450, 8789);
juntar(1866, 3533);
juntar(6467, 4701);
juntar(4288, 4617);
juntar(4444, 5743);
juntar(4422, 1400);
juntar(7112, 4192);
juntar(5256, 8174);
juntar(4247, 1009);
juntar(1845, 4516);
juntar(3228, 8214);
juntar(7133, 2064);
juntar(9566, 5394);
juntar(5062, 6849);
juntar(6690, 432);
juntar(8278, 9796);
juntar(9896, 3774);
juntar(7685, 1754);
juntar(5013, 6248);
juntar(5013, 9691);
juntar(7104, 2831);
juntar(7598, 7522);
juntar(8305, 8567);
juntar(6660, 8458);
juntar(6772, 8339);
juntar(6497, 5744);
juntar(618, 9154);
juntar(2214, 5161);
juntar(1722, 2196);
juntar(7894, 5786);
juntar(4343, 2013);
juntar(5423, 5160);
juntar(2565, 1893);
juntar(6588, 1208);
juntar(8783, 7748);
juntar(7527, 6091);
juntar(2695, 7623);
juntar(5106, 6448);
juntar(6522, 341);
juntar(9409, 457);
juntar(7581, 4715);
juntar(5135, 4581);
juntar(3738, 289);
juntar(7430, 1892);
juntar(754, 1592);
juntar(4440, 9493);
juntar(3092, 564);
juntar(9687, 4684);
juntar(1371, 5960);
juntar(2287, 8262);
juntar(309, 4321);
juntar(1968, 8612);
juntar(740, 4400);
juntar(8864, 2096);
juntar(8110, 5807);
juntar(5153, 3675);
juntar(7677, 3083);
juntar(6728, 6624);
juntar(3603, 8418);
juntar(8323, 1788);
juntar(5093, 9780);
juntar(4761, 4879);
juntar(7781, 6353);
juntar(4328, 4998);
juntar(2690, 9888);
juntar(7672, 8776);
juntar(8257, 8794);
juntar(7085, 2312);
juntar(3143, 1640);
juntar(6524, 7428);
juntar(8867, 8082);
juntar(2346, 9691);
juntar(1648, 8217);
juntar(8315, 3088);
juntar(2266, 5808);
juntar(6214, 292);
juntar(1239, 6944);
juntar(5106, 8074);
juntar(4173, 3287);
juntar(8144, 4515);
juntar(8731, 8268);
juntar(5721, 8469);
juntar(368, 5344);
juntar(7703, 1938);
juntar(8688, 9721);
juntar(5504, 2926);
juntar(99, 8870);
juntar(6841, 9704);
juntar(5294, 2548);
juntar(2163, 7409);
juntar(2013, 81);
juntar(1928, 4435);
juntar(4514, 1210);
juntar(8196, 9164);
juntar(1261, 6932);
juntar(2318, 7233);
juntar(1414, 8454);
juntar(2905, 5775);
juntar(8894, 5638);
juntar(4700, 3847);
juntar(45, 1133);
juntar(9520, 7589);
juntar(7190, 2731);
juntar(4987, 4584);
juntar(5753, 4493);
juntar(5426, 4363);
juntar(7050, 6611);
juntar(2010, 1008);
juntar(2311, 5104);
juntar(6003, 9429);
juntar(6086, 5034);
juntar(9763, 9030);
juntar(8750, 5134);
juntar(5098, 7211);
juntar(8541, 7481);
juntar(7470, 433);
juntar(3271, 3174);
juntar(7624, 2409);
juntar(664, 3848);
juntar(9223, 7418);
juntar(4127, 9287);
juntar(2300, 1671);
juntar(7692, 3416);
juntar(7449, 7235);
juntar(9851, 4501);
juntar(5037, 1074);
juntar(1048, 531);
juntar(6969, 6467);
juntar(3716, 7421);
juntar(5984, 5235);
juntar(6907, 5951);
juntar(8902, 7046);
juntar(9810, 3162);
juntar(5730, 6368);
juntar(9751, 5294);
juntar(6175, 8565);
juntar(610, 2311);
juntar(8684, 4117);
juntar(7054, 8549);
juntar(4897, 3950);
juntar(8427, 87);
juntar(4130, 9474);
juntar(3720, 7074);
juntar(8346, 8084);
juntar(5630, 8422);
juntar(7969, 8605);
juntar(7420, 7048);
juntar(2841, 1421);
juntar(998, 6138);
juntar(656, 4914);
juntar(8449, 802);
juntar(7252, 3196);
juntar(2115, 4923);
juntar(9340, 152);
juntar(239, 9991);
juntar(392, 1270);
juntar(6166, 1309);
juntar(4715, 7901);
juntar(9167, 7044);
juntar(3074, 8200);
juntar(4032, 7329);
juntar(5582, 5244);
juntar(4782, 3835);
juntar(4071, 5599);
juntar(5062, 5069);
juntar(6648, 954);
juntar(4091, 9030);
juntar(1739, 1352);
juntar(2403, 2789);
juntar(7547, 1011);
juntar(6029, 8046);
juntar(5574, 6766);
juntar(1272, 2831);
juntar(3612, 4768);
juntar(4756, 2068);
juntar(4446, 3212);
juntar(5058, 3990);
juntar(1392, 7602);
juntar(2903, 5078);
juntar(772, 351);
juntar(6623, 3556);
juntar(4420, 8341);
juntar(8408, 331);
juntar(2396, 486);
juntar(4705, 6711);
juntar(7260, 2320);
juntar(1074, 230);
juntar(6411, 6138);
juntar(7785, 3491);
juntar(8312, 3361);
juntar(7473, 6040);
juntar(1712, 392);
juntar(318, 5994);
juntar(4407, 511);
juntar(5342, 6391);
juntar(9504, 2101);
juntar(8699, 1038);
juntar(2685, 7853);
juntar(1094, 6017);
juntar(3553, 515);
juntar(6852, 5960);
juntar(7771, 8212);
juntar(6579, 8665);
juntar(4419, 6393);
juntar(3825, 7755);
juntar(4757, 4076);
juntar(3736, 634);
juntar(4429, 9188);
juntar(8272, 8250);
juntar(991, 1555);
juntar(8250, 3879);
juntar(2666, 2354);
juntar(7206, 496);
juntar(2187, 5688);
juntar(5869, 131);
juntar(1705, 1367);
juntar(8905, 4103);
juntar(866, 7934);
juntar(7498, 9974);
juntar(376, 1513);
juntar(2354, 9673);
juntar(7627, 9157);
juntar(1711, 3327);
juntar(9304, 5022);
juntar(8110, 5065);
juntar(8266, 3924);
juntar(5806, 279);
juntar(8475, 9614);
juntar(7960, 8661);
juntar(2236, 4444);
juntar(9048, 3711);
juntar(8606, 3032);
juntar(3274, 7334);
juntar(481, 4962);
juntar(4220, 7668);
juntar(553, 632);
juntar(4419, 9330);
juntar(3121, 9930);
juntar(6123, 7912);
juntar(9539, 5589);
juntar(6123, 4730);
juntar(21, 1781);
juntar(8155, 3601);
juntar(3433, 3812);
juntar(6179, 8714);
juntar(9740, 6610);
juntar(598, 1558);
juntar(6868, 8110);
juntar(7354, 5307);
juntar(4862, 8608);
juntar(6758, 7045);
juntar(5428, 8707);
juntar(4908, 1807);
juntar(4238, 6541);
juntar(5576, 7515);
juntar(6679, 9656);
juntar(4587, 6592);
juntar(5126, 8117);
juntar(1852, 8277);
juntar(7299, 3228);
juntar(8484, 5497);
juntar(738, 549);
juntar(7710, 1507);
juntar(8056, 6859);
juntar(8644, 4461);
juntar(1224, 8137);
juntar(1442, 2577);
juntar(906, 9698);
juntar(803, 8632);
juntar(8567, 192);
juntar(2363, 120);
juntar(4956, 8358);
juntar(3136, 641);
juntar(8431, 5120);
juntar(2799, 8796);
juntar(557, 3917);
juntar(7405, 3215);
juntar(4437, 8985);
juntar(858, 6191);
juntar(3281, 4744);
juntar(2380, 3853);
juntar(2909, 9372);
juntar(106, 7808);
juntar(2045, 2234);
juntar(1928, 1737);
juntar(8563, 7877);
juntar(4781, 6577);
juntar(8137, 9004);
juntar(2637, 9584);
juntar(4180, 7031);
juntar(1683, 5850);
juntar(4392, 1628);
juntar(8376, 5640);
juntar(9737, 9990);
juntar(2367, 7309);
juntar(6299, 2487);
juntar(1659, 3490);
juntar(9041, 3811);
juntar(1776, 7740);
juntar(9273, 7793);
juntar(4206, 9911);
juntar(4335, 9617);
juntar(1948, 1125);
juntar(8864, 1366);
juntar(1573, 3433);
juntar(1920, 5504);
juntar(1919, 4979);
juntar(3154, 6234);
juntar(9244, 8817);
juntar(4275, 472);
juntar(7475, 2394);
juntar(9104, 8615);
juntar(67, 5154);
juntar(6688, 234);
juntar(6864, 3733);
juntar(7108, 1371);
juntar(5407, 7759);
juntar(8924, 8201);
juntar(1113, 4410);
juntar(508, 6487);
juntar(4913, 6576);
