juntar(1870, 2812);
juntar(4918, 3671);
juntar(2599, 8482);
juntar(3941, 4700);
juntar(5930, 7184);
juntar(1544, 2316);
juntar(9661, 5547);
juntar(4490, 1384);
juntar(3959, 9256);
juntar(5352, 5872);
juntar(2240, 2541);
juntar(2187, 1304);
juntar(1061, 8452);
juntar(195, 7594);
juntar(3730, 6663);
juntar(8588, 6409);
juntar(692, 9532);
juntar(1864, 4833);
juntar(9649, 4992);
juntar(1072, 7618);
juntar(3666, 453);
juntar(7265, 3584);
juntar(6013, 5350);
juntar(6319, 7841);
juntar(6416, 1261);
juntar(1578, 401);
juntar(4532, 7527);
juntar(8348, 3514);
juntar(2978, 7272);
juntar(2191, 4561);
juntar(4047, 3345);
juntar(1167, 8725);
juntar(1354, 6264);
juntar(697, 5806);
juntar(109, 6541);
juntar(8566, 8536);
juntar(7420, 1912);
juntar(6737, 5527);
juntar(7132, 5936);
juntar(6086, 613);
juntar(2040, 8191);
juntar(9989, 1734);
juntar(13, 7875);
juntar(2721, 6758);
juntar(9557, 1974);
juntar(9086, 674);
juntar(4653, 6413);
juntar(2370, 8440);
juntar(8318, 3545);
juntar(8746, 434);
juntar(9282, 2219);
juntar(7603, 2940);
juntar(6400, 7263);
juntar(8919, 4392);
juntar(1000, 3679);
juntar(752, 9195);
juntar(8201, 7106);
juntar(2220, 4865);
juntar(4460, 6178);
juntar(9892, 4961);
juntar(60, 4298);
juntar(8460, 9805);
juntar(2092, 8023);
juntar(9732, 9378);
juntar(5572, 6785);
juntar(7539, 7888);
juntar(7796, 4004);
juntar(9968, 7552);
juntar(3755, 2743);
juntar(4508, 9861);
juntar(8505, 54);
juntar(6126, 6250);
juntar(5743, 2882);
juntar(3092, 6486);
juntar(544, 4990);
juntar(449, 2312);
juntar(8165, 8748);
juntar(6436, 5945);
juntar(193, 7812);
juntar(2847, 7872);
juntar(3865, 6759);
juntar(6401, 6036);
juntar(366, 1533);
juntar(4465, 9012);
juntar(3145, 207);
juntar(5170, 9044);
juntar(7824, 7026);
juntar(8907, 6924);
juntar(1182, 3933);
juntar(5463, 9607);
juntar(7838, 2852);
juntar(8644, 3196);
juntar(9784, 8929);
juntar(8152, 8447);
juntar(5705, 9552);
juntar(6655, 3327);
juntar(4151, 6571);
juntar(8565, 7310);
juntar(7052, 9381);
juntar(5837, 5060);
juntar(7816, 4721);
juntar(5265, 2976);
juntar(1314, 4961);
juntar(1227, 645);
juntar(1400, 417);
juntar(7587, 675);
juntar(5327, 2817);
juntar(2562, 4628);
juntar(3387, 6389);
juntar(747, 9773);
juntar(6434, 299);
juntar(7237, 1274);
juntar(3543, 1115);
juntar(9770, 7076);
juntar(7017, 6836);
juntar(6178, 8215);
juntar(2170, 4649);
juntar(6076, 5607);
juntar(4888, 3016);
juntar(7687, 5433);
juntar(847, 4955);
juntar(2966, 9192);
juntar(6421, 3474);
juntar(6785, 1179);
juntar(2828, 1955);
juntar(8833, 5735);
juntar(1874, 2043);
juntar(104, 8926);
juntar(3751, 9037);
juntar(9366, 4504);
juntar(4792, 170);
juntar(8851, 1960);
juntar(5838, 4239);
juntar(2541, 5297);
juntar(9906, 2050);
juntar(4904, 4709);
juntar(1234, 5838);
juntar(2699, 9836);
juntar(6458, 2474);
juntar(7561, 2413);
juntar(2660, 9569);
juntar(2480, 8243);
juntar(6348, 5857);
juntar(987, 3236);
juntar(2037, 7203);
juntar(3917, 5934);
juntar(9030, 7420);
juntar(4903, 9423);
juntar(255, 8713);
juntar(2479, 8813);
juntar(7560, 15);
juntar(3550, 6598);
juntar(3735, 2743);
juntar(342, 7080);
juntar(2722, 2559);
juntar(468, 2815);
juntar(5963, 2627);
juntar(7687, 543);
juntar(4636, 8550);
juntar(9132, 1452);
juntar(4659, 7655);
juntar(3307, 751);
juntar(3769, 5661);
juntar(1984, 4554);
juntar(7727, 1851);
juntar(8317, 7821);
juntar(5753, 9865);
juntar(2889, 5736);
juntar(3677, 4947);
juntar(9257, 2310);
juntar(6946, 80);
juntar(578, 4226);
juntar(4665, 2819);
juntar(9367, 4969);
juntar(114, 1816);
juntar(3087, 4175);
juntar(2817, 7081);
juntar(9340, 9746);
juntar(2190, 781);
juntar(5758, 5815);
juntar(3006, 6085);
juntar(1321, 7881);
juntar(8492, 9947);
juntar(7825, 7578);
juntar(7746, 2035);
juntar(2466, 3444);
juntar(324, 6032);
juntar(5127, 771);
juntar(2362, 1463);
juntar(6823, 3181);
juntar(5385, 3886);
juntar(8992, 917);
juntar(1103, 8771);
juntar(6847, 5995);
juntar(2880, 9758);
juntar(3823, 2356);
juntar(7364, 5082);
juntar(8326, 9938);
juntar(7764, 6911);
juntar(8437, 5205);
juntar(3678, 7120);
juntar(5009, 7052);
juntar(1024, 9568);
juntar(8680, 6293);
juntar(9642, 3348);
juntar(1725, 8910);
juntar(5421, 3675);
juntar(1376, 8154);
juntar(8447, 7085);
juntar(7286, 8218);
juntar(8588, 5433);
juntar(2126, 2695);
juntar(5163, 8834);
juntar(958, 4323);
juntar(7927, 1102);
juntar(2022, 8629);
juntar(2458, 2550);
juntar(8790, 2976);
juntar(4193, 4036);
juntar(795, 4285);
juntar(1910, 3067);
juntar(8591, 3205);
juntar(3188, 7436);
juntar(6442, 9885);
juntar(1565, 4413);
juntar(4849, 6656);
juntar(7486, 3787);
juntar(3877, 5905);
juntar(2926, 1245);
juntar(7371, 7240);
juntar(2595, 4467);
juntar(7638, 6601);
juntar(3019, 8123);
juntar(9937, 1446);
juntar(4469, 5496);
juntar(6189, 319);
juntar(9703, 3856);
juntar(7764, 2175);
juntar(7789, 7908);
juntar(7861, 690);
juntar(904, 639);
juntar(5063, 1436);
juntar(6931, 3716);
juntar(970, 5294);
juntar(915, 219);
juntar(6467, 9762);
juntar(4017, 950);
juntar(3143, 916);
juntar(9435, 1800);
juntar(8652, 2704);
juntar(989, 3748);
juntar(7408, 6982);
juntar(1520, 8935);
juntar(893, 7235);
juntar(5095, 5968);
juntar(5064, 1282);
juntar(9094, 5106);
juntar(5893, 3441);
juntar(9720, 9307);
juntar(7892, 4583);
juntar(7196, 250);
juntar(4634, 9330);
juntar(4968, 9398);
juntar(4736, 3222);
juntar(625, 2919);
juntar(1566, 9117);
juntar(4903, 5859);
juntar(9989, 1302);
juntar(9140, 5341);
juntar(8906, 7845);
juntar(878, 4779);
juntar(4028, 6569);
juntar(1887, 1074);
juntar(1348, 7680);
juntar(2855, 4613);
juntar(8146, 6591);
juntar(4215, 7506);
juntar(4964, 3739);
juntar(3129, 8956);
juntar(8999, 4325);
juntar(2543, 7906);
juntar(6593, 9802);
juntar(9379, 2186);
juntar(126, 4684);
juntar(5446, 272);
juntar(2496, 6763);
juntar(6452, 6445);
juntar(574, 6207);
juntar(1615, 2687);
juntar(7585, 9157);
juntar(8800, 927);
juntar(3162, 4418);
juntar(7871, 7419);
juntar(8991, 7640);
juntar(7977, 6970);
juntar(7436, 5995);
juntar(2880, 8486);
juntar(280, 7743);
juntar(2116, 4904);
juntar(4840, 5342);
juntar(4745, 9918);
juntar(5092, 7779);
juntar(6801, 1155);
juntar(6152, 7658);
juntar(3128, 4434);
juntar(1508, 1239);
juntar(9240, 6560);
juntar(3715, 5121);
juntar(9087, 4775);
juntar(914, 1529);
juntar(163, 9387);
juntar(3517, 5275);
juntar(8260, 2403);
juntar(7666, 9407);
juntar(351, 9028);
juntar(4641, 3225);
juntar(5592, 803);
juntar(8344, 5968);
juntar(1217, 8839);
juntar(6135, 1746);
juntar(2247, 3111);
juntar(1876, 6525);
juntar(1343, 9114);
juntar(3841, 5904);
juntar(7881, 6297);
juntar(4324, 3242);
juntar(3404, 3658);
juntar(2217, 1287);
juntar(3936, 6625);
juntar(4631, 6868);
juntar(8373, 5941);
juntar(8695, 7457);
juntar(6114, 3625);
juntar(97, 428);
juntar(6434, 3316);
juntar(611, 716);
juntar(6708, 2289);
juntar(2904, 218);
juntar(6518, 259);
juntar(7254, 2790);
juntar(9942, 5737);
juntar(1441, 1951);
juntar(8862, 4131);
juntar(2058, 4534);
juntar(5989, 3062);
juntar(2751, 2423);
juntar(7526, 9419);
juntar(2490, 6260);
juntar(1827, 9587);
juntar(4872, 9528);
juntar(2265, 8944);
juntar(7671, 8786);
juntar(9611, 9270);
juntar(369, 5990);
juntar(1675, 3009);
juntar(6259, 1811);
juntar(5698, 1464);
juntar(4832, 4658);
juntar(2031, 9962);
juntar(9647, 8716);
juntar(6025, 6775);
juntar(6652, 5714);
juntar(8727, 4156);
juntar(8004, 9394);
juntar(5966, 9242);
juntar(6843, 8649);
juntar(9734, 9771);
juntar(9201, 5209);
juntar(5366, 4554);
juntar(210, 4355);
juntar(2987, 1493);
juntar(3171, 2684);
juntar(1891, 6546);
juntar(1647, 5186);
juntar(2123, 5505);
juntar(6724, 5026);
juntar(8371, 6693);
juntar(3865, 3343);
juntar(7468, 6787);
juntar(6367, 3080);
juntar(2299, 3826);
juntar(5317, 431);
juntar(1709, 1186);
juntar(9175, 9824);
juntar(8143, 3801);
juntar(9634, 3535);
juntar(2147, 3236);
juntar(4230, 4996);
juntar(5648, 1348);
juntar(344, 5675);
juntar(3951, 3220);
juntar(9694, 8966);
juntar(9775, 8824);
juntar(7174, 995);
juntar(1333, 9421);
juntar(3033, 7441);
juntar(454, 9099);
juntar(2710, 7516);
juntar(6045, 4067);
juntar(4443, 1119);
juntar(2816, 2293);
juntar(719, 2831);
juntar(5128, 3932);
juntar(6015, 6885);
juntar(1055, 8609);
juntar(9920, 580);
juntar(2315, 9068);
juntar(1675, 9647);
juntar(1599, 1967);
juntar(9477, 8055);
juntar(0, 5655);
juntar(5438, 6424);
juntar(3741, 1681);
juntar(5029, 7790);
juntar(1207, 1436);
juntar(8025, 6783);
juntar(8411, 1900);
juntar(6519, 8492);
juntar(3445, 4719);
juntar(4366, 6220);
juntar(8226, 1039);
juntar(1634, 3158);
juntar(8884, 417);
juntar(7036, 1600);
juntar(4520, 5924);
juntar(1133, 4727);
juntar(7759, 9111);
juntar(3175, 241);
juntar(9475, 7890);
juntar(4848, 2131);
juntar(4416, 7605);
juntar(4901, 6763);
juntar(4054, 538);
juntar(9663, 2085);
juntar(7911, 1954);
juntar(5791, 4284);
juntar(4880, 1400);
juntar(3244, 4467);
juntar(1584, 6435);
juntar(8439, 9078);
juntar(5726, 2218);
juntar(9819, 1656);
juntar(8515, 4451);
juntar(651, 292);
juntar(1793, 5082);
juntar(6787, 4652);
juntar(2275, 9827);
juntar(299, 8822);
juntar(7419, 4136);
juntar(3464, 1359);
juntar(4902, 9490);
juntar(1391, 1955);
juntar(407, 5099);
juntar(5729, 4859);
juntar(6483, 1000);
juntar(6380, 2868);
juntar(8614, 7300);
juntar(2883, 2043);
juntar(3300, 912);
juntar(2261, 6603);
juntar(6984, 5485);
juntar(5492, 5443);
juntar(3911, 2449);
juntar(491, 6596);
juntar(5675, 1098);
juntar(5519, 3623);
juntar(5111, 3450);
juntar(3269, 8388);
juntar(2446, 5273);
juntar(2519, 7974);
juntar(2173, 8090);
juntar(1227, 9594);
juntar(4984, 8266);
juntar(2197, 6267);
juntar(286, 8324);
juntar(49, 7755);
juntar(1306, 2542);
juntar(6111, 5816);
juntar(6603, 3560);
juntar(6080, 150);
juntar(8930, 9263);
juntar(3814, 1607);
juntar(4812, 9505);
juntar(3452, 2198);
juntar(5956, 378);
juntar(1226, 7234);
juntar(6656, 9691);
juntar(7767, 3526);
juntar(9741, 1066);
juntar(1512, 9003);
juntar(7290, 5639);
juntar(3875, 3315);
juntar(1309, 9744);
juntar(7273, 6051);
juntar(3921, 4141);
juntar(7794, 9032);
juntar(6183, 5372);
juntar(5326, 1835);
juntar(9619, 2643);
juntar(5302, 5139);
juntar(4786, 4275);
juntar(7868, 4836);
juntar(6729, 6194);
juntar(2242, 882);
juntar(8090, 1221);
juntar(6309, 8841);
juntar(6785, 1955);
juntar(4083, 8770);
juntar(6659, 1971);
juntar(6570, 5638);
juntar(6361, 9719);
juntar(4776, 7837);
juntar(3768, 7028);
juntar(7129, 5494);
juntar(744, 9453);
juntar(7434, 8288);
juntar(5748, 8821);
juntar(3601, 3251);
juntar(9868, 9298);
juntar(1891, 6642);
juntar(5232, 7034);
juntar(6153, 408);
juntar(3412, 41);
juntar(6664, 2957);
juntar(5460, 9328);
juntar(8531, 6024);
juntar(4478, 4513);
juntar(5372, 4253);
juntar(6304, 7162);
juntar(9995, 1802);
juntar(3758, 2894);
juntar(132, 724);
juntar(5190, 8955);
juntar(3948, 9210);
juntar(8616, 7405);
juntar(6992, 3848);
juntar(8563, 5302);
juntar(9550, 8982);
juntar(3989, 2366);
juntar(925, 7995);
juntar(2072, 3484);
juntar(5102, 5852);
juntar(4520, 8087);
juntar(428, 9628);
juntar(140, 992);
juntar(4499, 3879);
juntar(9850, 9572);
juntar(4267, 712);
juntar(8071, 286);
juntar(525, 206);
juntar(7462, 3527);
juntar(5405, 5414);
juntar(2371, 9530);
juntar(1295, 7615);
juntar(16, 9621);
juntar(9652, 1714);
juntar(7441, 6510);
juntar(8626, 8710);
juntar(6566, 4498);
juntar(9075, 2020);
juntar(9301, 5487);
juntar(9622, 7113);
juntar(9589, 9519);
juntar(2708, 9385);
juntar(9525, 9182);
juntar(5269, 3484);
juntar(2231, 5683);
juntar(9608, 8432);
juntar(5034, 644);
juntar(2330, 6750);
juntar(2694, 1742);
juntar(1779, 2593);
juntar(1914, 2218);
juntar(7319, 3375);
juntar(5157, 3952);
juntar(7024, 1756);
juntar(3940, 1333);
juntar(3854, 34);
juntar(9181, 8461);
juntar(4244, 6922);
juntar(8945, 5355);
juntar(7171, 7536);
juntar(1967, 9799);
juntar(6241, 978);
juntar(8714, 204);
juntar(2097, 6342);
juntar(425, 1442);
juntar(7552, 7186);
juntar(566, 9993);
juntar(3252, 6551);
juntar(2435, 6945);
juntar(7356, 9489);
juntar(1281, 7392);
juntar(8800, 7678);
juntar(9230, 2601);
juntar(9995, 1235);
juntar(6543, 6952);
juntar(1501, 6094);
juntar(3315, 5108);
juntar(8148, 1420);
juntar(1559, 6115);
juntar(3386, 478);
juntar(8830, 231);
juntar(6196, 55);
juntar(1021, 1140);
juntar(2825, 8123);
juntar(3772, 924);
juntar(3812, 6753);
juntar(9069, 7667);
juntar(5279, 7457);
juntar(5998, 5889);
juntar(2331, 9146);
juntar(2433, 8142);
juntar(1535, 4626);
juntar(7411, 2053);
juntar(8916, 224);
juntar(2397, 843);
juntar(9699, 4491);
juntar(3253, 6945);
juntar(6079, 6202);
juntar(3771, 7716);
juntar(9750, 8892);
juntar(5912, 9430);
juntar(6586, 9020);
juntar(1514, 764);
juntar(1933, 7534);
juntar(5166, 9801);
juntar(6288, 70);
juntar(8195, 9205);
juntar(2788, 9331);
juntar(9263, 2688);
juntar(9917, 4259);
juntar(7935, 2126);
juntar(5092, 4584);
juntar(3773, 8768);
juntar(7382, 6003);
juntar(5004, 3867);
juntar(525, 825);
juntar(7599, 3749);
juntar(612, 1260);
juntar(7742, 1855);
juntar(6326, 7683);
juntar(8088, 5611);
juntar(3481, 2199);
juntar(953, 9115);
juntar(9739, 8629);
juntar(9636, 3572);
juntar(9848, 3607);
juntar(2452, 6185);
juntar(6537, 9950);
juntar(2714, 4759);
juntar(7261, 2635);
juntar(1922, 9670);
juntar(2418, 9796);
juntar(2715, 7067);
juntar(6361, 5993);
juntar(2739, 7141);
juntar(8549, 2665);
juntar(559, 9171);
juntar(8524, 1180);
juntar(9943, 633);
juntar(5061, 7159);
juntar(9439, 1176);
juntar(6773, 865);
juntar(5, 3443);
juntar(8771, 7384);
juntar(4654, 1878);
juntar(7515, 2010);
juntar(566, 7468);
juntar(3940, 833);
juntar(5916, 1115);
juntar(3128, 3847);
juntar(802, 817);
juntar(7325, 8095);
juntar(4069, 8180);
juntar(7944, 1300);
juntar(5589, 7896);
juntar(1349, 2272);
juntar(6607, 9781);
juntar(2666, 2958);
juntar(9116, 6730);
juntar(1653, 8412);
juntar(8935, 3511);
juntar(4753, 5209);
juntar(6134, 710);
juntar(7826, 5857);
juntar(765, 5323);
juntar(4821, 6617);
juntar(1483, 4529);
juntar(8609, 8811);
juntar(9565, 1967);
juntar(1596, 9163);
juntar(1073, 6499);
juntar(5350, 3024);
juntar(5487, 1879);
juntar(446, 5439);
juntar(9977, 2002);
juntar(13, 8903);
juntar(4675, 496);
juntar(3056, 3409);
juntar(5809, 5287);
juntar(6516, 3933);
juntar(364, 8470);
juntar(8260, 2818);
juntar(8036, 9345);
juntar(6696, 9743);
juntar(3710, 3759);
juntar(6581, 9877);
juntar(6407, 6087);
juntar(4689, 1672);
juntar(8726, 1071);
juntar(3526, 9301);
juntar(4145, 1551);
juntar(6010, 1188);
juntar(8272, 4646);
juntar(9149, 5317);
juntar(4077, 3369);
juntar(129, 4009);
juntar(496, 2832);
juntar(3957, 5745);
juntar(8368, 210);
juntar(7822, 9282);
juntar(7643, 5462);
juntar(3662, 5734);
juntar(5008, 5441);
juntar(7099, 7668);
juntar(1647, 7472);
juntar(7846, 278);
juntar(6736, 9720);
juntar(3982, 8686);
juntar(3420, 4776);
juntar(62, 7104);
juntar(552, 9747);
juntar(6943, 162);
juntar(5253, 835);
juntar(9418, 4028);
juntar(8482, 2915);
juntar(6267, 5149);
juntar(8240, 4932);
juntar(6178, 7389);
juntar(2766, 70);
juntar(2148, 4150);
juntar(9145, 5607);
juntar(6420, 659);
juntar(1128, 1111);
juntar(7802, 3014);
juntar(3616, 5229);
juntar(3297, 4831);
juntar(295, 666);
juntar(6375, 9342);
juntar(5173, 4202);
juntar(4926, 4687);
juntar(8427, 3557);
juntar(2958, 2766);
juntar(1871, 5756);
juntar(1461, 7544);
juntar(9619, 2293);
juntar(5472, 6941);
juntar(5063, 4812);
juntar(6375, 3587);
juntar(6153, 1306);
juntar(729, 3615);
juntar(7170, 6901);
juntar(9496, 9386);
juntar(6640, 5167);
juntar(4459, 1618);
juntar(7877, 5610);
juntar(1835, 8692);
juntar(744, 501);
juntar(6578, 6123);
juntar(662, 9520);
juntar(4755, 7129);
juntar(3627, 3830);
juntar(5497, 6038);
juntar(4080, 2137);
juntar(8492, 9873);
juntar(5797, 72);
juntar(7766, 9869);
juntar(4713, 767);
juntar(7605, 3913);
juntar(6513, 8923);
juntar(1824, 2916);
juntar(1200, 2833);
juntar(3363, 9018);
juntar(1414, 8846);
juntar(7160, 1149);
juntar(1253, 592);
juntar(5625, 3986);
juntar(7540, 890);
juntar(2674, 9612);
juntar(6096, 7745);
juntar(9245, 7294);
juntar(1399, 7077);
juntar(509, 5719);
juntar(9211, 3903);
juntar(2542, 3743);
juntar(8257, 576);
juntar(4171, 271);
juntar(8827, 5395);
juntar(7878, 1201);
juntar(3306, 7385);
juntar(2200, 1577);
juntar(6061, 3391);
juntar(6882, 4045);
juntar(7872, 1759);
juntar(1200, 497);
juntar(3118, 2812);
juntar(5346, 2410);
juntar(6342, 106);
juntar(4500, 6784);
juntar(8470, 8016);
juntar(5360, 8830);
juntar(1952, 577);
juntar(5254, 9567);
juntar(8432, 3724);
juntar(4694, 6396);
juntar(2120, 8069);
juntar(5255, 7321);
juntar(7037, 2166);
juntar(5989, 5012);
juntar(6476, 6886);
juntar(3256, 5186);
juntar(8641, 9926);
juntar(783, 4860);
juntar(3259, 5769);
juntar(9086, 9985);
juntar(149, 467);
juntar(5917, 8675);
juntar(2240, 2521);
juntar(2359, 5780);
juntar(2304, 797);
juntar(2360, 6933);
juntar(4841, 7970);
juntar(7047, 5335);
juntar(1926, 3271);
juntar(8988, 2546);
juntar(4612, 1474);
juntar(5726, 5326);
juntar(9536, 5992);
juntar(6363, 4177);
juntar(3721, 2714);
juntar(9768, 5658);
juntar(9270, 7796);
juntar(8038, 9766);
juntar(3642, 6989);
juntar(4279, 5725);
juntar(491, 6293);
juntar(9449, 4372);
juntar(681, 3745);
juntar(9068, 2991);
juntar(3026, 9940);
juntar(6907, 8943);
juntar(9521, 565);
juntar(9432, 1711);
juntar(435, 7627);
juntar(1750, 9091);
juntar(443, 7346);
juntar(3054, 2175);
juntar(8225, 1749);
juntar(7184, 5503);
juntar(8389, 7881);
juntar(1796, 3300);
juntar(6429, 3243);
juntar(7853, 64);
juntar(4529, 8595);
juntar(9684, 3944);
juntar(8450, 9561);
juntar(4679, 4317);
juntar(3499, 6629);
juntar(861, 777);
juntar(611, 9063);
juntar(10, 9335);
juntar(1974, 2031);
juntar(3817, 3065);
juntar(9288, 7802);
juntar(617, 8633);
juntar(6734, 1260);
juntar(658, 7226);
juntar(5077, 7182);
juntar(8572, 8203);
juntar(2895, 1733);
juntar(2735, 6502);
juntar(5887, 3455);
juntar(2560, 282);
juntar(5467, 9652);
juntar(6392, 3595);
juntar(3369, 2548);
juntar(4649, 9954);
juntar(9900, 5818);
juntar(5143, 6632);
juntar(9622, 6187);
juntar(64, 6183);
juntar(9782, 6683);
juntar(7057, 1298);
juntar(3557, 7795);
juntar(3, 1385);
juntar(2361, 344);
juntar(8643, 4493);
juntar(8855, 9146);
juntar(44, 6133);
juntar(5043, 9723);
juntar(9025, 7365);
juntar(7929, 1245);
juntar(9156, 8109);
juntar(8535, 7643);
juntar(689, 8073);
juntar(8795, 5417);
juntar(6886, 6887);
juntar(4810, 1043);
juntar(5609, 7122);
juntar(4280, 3073);
juntar(8736, 8663);
juntar(529, 4048);
juntar(8014, 637);
juntar(5468, 5143);
juntar(2275, 7528);
juntar(9116, 2126);
juntar(7610, 9413);
juntar(3806, 4635);
juntar(9041, 2386);
juntar(7127, 2050);
juntar(9534, 4098);
juntar(8782, 8312);
juntar(9746, 1122);
juntar(3087, 4907);
juntar(9831, 9365);
juntar(591, 5960);
juntar(2839, 6107);
juntar(9462, 1862);
juntar(7737, 2416);
juntar(9694, 8209);
juntar(8970, 7668);
juntar(918, 4920);
juntar(8576, 3682);
juntar(7703, 6411);
juntar(6380, 4602);
juntar(4545, 7399);
juntar(3534, 51);
juntar(6481, 525);
juntar(4766, 3336);
juntar(200, 1354);
juntar(5121, 3494);
juntar(4893, 3502);
juntar(7654, 9857);
juntar(1638, 1667);
juntar(9597, 440);
juntar(5111, 3140);
juntar(5830, 984);
juntar(1596, 9034);
juntar(160, 9728);
juntar(2888, 4886);
juntar(6854, 4109);
juntar(6486, 6578);
juntar(7173, 9525);
juntar(8717, 1564);
juntar(8204, 6983);
juntar(8873, 7309);
juntar(4234, 6027);
juntar(9291, 8503);
juntar(4086, 1681);
juntar(8394, 2165);
juntar(1369, 9315);
juntar(1171, 5041);
juntar(8458, 9312);
juntar(4282, 853);
juntar(9132, 4211);
juntar(1083, 5891);
juntar(9289, 4605);
juntar(5164, 221);
juntar(9919, 6485);
juntar(9758, 8322);
juntar(1612, 1954);
juntar(4292, 7386);
juntar(5266, 7269);
juntar(8722, 3668);
juntar(9393, 7033);
juntar(874, 7346);
juntar(426, 1019);
juntar(1958, 4099);
juntar(8773, 578);
juntar(670, 7303);
juntar(28, 4894);
juntar(6849, 8171);
juntar(7698, 3439);
juntar(1514, 2415);
juntar(1078, 9886);
juntar(1320, 1101);
juntar(9506, 4506);
juntar(1924, 222);
juntar(2124, 6561);
juntar(6590, 8260);
juntar(480, 5608);
juntar(3475, 3451);
juntar(9845, 764);
juntar(7448, 2859);
juntar(3929, 9979);
juntar(84, 3443);
juntar(6876, 7135);
juntar(4468, 1291);
juntar(5824, 3415);
juntar(9884, 8919);
juntar(7146, 791);
juntar(5079, 2132);
juntar(9533, 9697);
juntar(7843, 7320);
juntar(7513, 25);
juntar(2904, 7247);
juntar(9686, 4397);
juntar(9796, 8433);
juntar(7003, 5368);
juntar(7270, 6000);
juntar(7730, 3665);
juntar(1051, 2550);
juntar(7425, 2877);
juntar(7331, 6036);
juntar(4178, 7103);
juntar(5235, 7872);
juntar(1660, 1990);
juntar(7681, 6612);
juntar(5131, 6315);
juntar(1550, 4379);
juntar(8409, 803);
juntar(4906, 2952);
juntar(3079, 3248);
juntar(1086, 3919);
juntar(4688, 4125);
juntar(6963, 2611);
juntar(4543, 4921);
juntar(5376, 8710);
juntar(9874, 2150);
juntar(9820, 7306);
juntar(9580, 3642);
juntar(2840, 3005);
juntar(7559, 122);
juntar(8249, 6216);
juntar(701, 4310);
juntar(1296, 5139);
juntar(4039, 1809);
juntar(214, 9206);
juntar(1244, 2919);
juntar(7189, 9676);
juntar(4700, 2172);
juntar(6739, 965);
juntar(5720, 2848);
juntar(4711, 1899);
juntar(2098, 7060);
juntar(1694, 9522);
juntar(7202, 8049);
juntar(476, 9362);
juntar(2028, 291);
juntar(8396, 5132);
juntar(9273, 4729);
juntar(1903, 7717);
juntar(6362, 964);
juntar(2450, 7995);
juntar(2574, 5638);
juntar(9991, 573);
juntar(3952, 6360);
juntar(2738, 5796);
juntar(8507, 3544);
juntar(9631, 5582);
juntar(3382, 8283);
juntar(4974, 4525);
juntar(5110, 3024);
juntar(3125, 1501);
juntar(3860, 3188);
juntar(4734, 8583);
juntar(2667, 2143);
juntar(5087, 3441);
juntar(3044, 8948);
juntar(9380, 8614);
juntar(9066, 8154);
juntar(9370, 6041);
juntar(3077, 3623);
juntar(795, 8071);
juntar(7466, 3787);
juntar(1199, 6790);
juntar(8643, 4062);
juntar(3328, 1976);
juntar(1301, 3257);
juntar(172, 4219);
juntar(3304, 4705);
juntar(3882, 3852);
juntar(4164, 9582);
juntar(2283, 8194);
juntar(2936, 9440);
juntar(3546, 9313);
juntar(4604, 7301);
juntar(1641, 2041);
juntar(7530, 1846);
juntar(2693, 7270);
juntar(8388, 7215);
juntar(5049, 8714);
juntar(5164, 1697);
juntar(3954, 2253);
juntar(3247, 2238);
juntar(5101, 5754);
juntar(4422, 8062);
juntar(9977, 3809);
juntar(3669, 5964);
juntar(9962, 6248);
juntar(4058, 1862);
juntar(5398, 1453);
juntar(5758, 8047);
juntar(504, 5521);
juntar(1191, 3234);
juntar(4927, 6159);
juntar(4709, 3009);
juntar(7949, 5791);
juntar(1818, 1544);
juntar(1968, 1860);
juntar(9934, 1557);
juntar(7689, 3507);
juntar(9938, 8418);
juntar(4686, 2934);
juntar(5378, 6028);
juntar(7458, 6603);
juntar(4071, 6626);
juntar(8936, 6150);
juntar(5068, 4059);
juntar(492, 1385);
juntar(2470, 183);
juntar(9959, 8064);
juntar(6428, 7076);
juntar(6876, 1293);
juntar(801, 3507);
juntar(7283, 1318);
juntar(6407, 2716);
juntar(8711, 2249);
juntar(8597, 9997);
juntar(9712, 5844);
juntar(7945, 2767);
juntar(7287, 1823);
juntar(3260, 2875);
juntar(9837, 3433);
juntar(6839, 751);
juntar(2917, 1950);
juntar(2908, 3647);
juntar(9985, 6650);
juntar(1520, 5728);
juntar(592, 7414);
juntar(1856, 6029);
juntar(4002, 5570);
juntar(805, 1433);
juntar(7128, 4836);
juntar(5016, 5702);
juntar(1804, 8319);
juntar(7148, 2357);
juntar(7972, 9378);
juntar(11, 8729);
juntar(6098, 3887);
juntar(5434, 847);
juntar(4318, 8913);
juntar(8285, 4009);
juntar(3189, 8193);
juntar(9855, 1862);
juntar(3710, 7858);
juntar(9004, 7593);
juntar(2296, 6882);
juntar(3908, 4452);
juntar(9792, 5421);
juntar(2035, 9236);
juntar(271, 826);
juntar(1052, 1590);
juntar(9362, 5479);
juntar(8787, 4029);
juntar(1161, 2806);
juntar(6058, 2435);
juntar(7406, 7814);
juntar(2218, 4449);
juntar(2505, 6356);
juntar(9611, 3647);
juntar(3273, 2925);
juntar(9774, 708);
juntar(2790, 241);
juntar(1175, 8845);
juntar(3639, 5168);
juntar(5575, 9725);
juntar(6987, 4544);
juntar(7677, 7807);
juntar(457, 1415);
juntar(613, 5579);
juntar(9556, 6846);
juntar(8057, 9524);
juntar(4517, 4994);
juntar(2269, 6813);
